Y,X1,X2,X3
485930795,665,751,973
123609600,928,185,720
42949232,464,151,613
145456780,734,298,665
60210756,942,954,67
61118400,856,700,102
65472300,885,135,548
144734338,469,469,658
407222946,793,607,846
418502700,891,671,700
142676415,285,651,769
32331156,227,572,249
222817110,755,974,303
25477760,770,517,64
47045970,97,510,951
233235000,500,639,730
136432728,534,604,423
73357566,339,257,842
378708800,820,920,502
463569600,950,897,544
51251130,805,262,243
502869390,787,722,885
261409588,422,814,761
60412527,159,489,777
316170624,816,748,518
243331200,800,357,852
78804900,940,405,207
17610306,343,258,199
91984252,601,166,922
1924296,788,11,222
30750720,240,308,416
239682960,720,571,583
156029244,371,606,694
171513390,930,311,593
122338112,218,568,988
11178540,381,326,90
5592180,111,458,110
17786376,79,708,318
40554360,363,588,190
4751432,17,322,868
135934176,952,146,978
9403212,364,327,79
35797684,106,806,419
863028075,959,923,975
351477448,952,841,439
39055488,404,848,114
318633378,489,763,854
54241236,194,882,317
29087,17,59,29
263755800,495,616,865
57987325,185,695,451
18963000,98,250,774
22010688,206,954,112
19945352,41,833,584
174438240,480,617,589
509554848,998,967,528
71520340,362,230,859
15710992,356,187,236
24257376,76,468,682
1410787,301,43,109
163221552,247,706,936
490740390,735,882,757
11816572,86,667,206
277657821,839,459,721
26496624,737,84,428
4305210,249,26,665
54331704,276,218,903
36593000,86,575,740
25827228,538,762,63
120512448,432,738,378
2549525,365,635,11
16918720,581,80,364
80718612,247,339,964
24397380,402,255,238
32873500,695,430,110
13978965,931,385,39
35097920,320,767,143
176077825,245,895,803
366370128,414,964,918
28769202,121,259,918
323292619,499,793,817
33860232,138,254,966
234651081,623,563,669
133889244,941,668,213
679145292,878,882,877
2675970,54,583,85
356478848,562,748,848
312675328,724,482,896
86633820,129,738,910
120001620,186,866,745
22972860,93,537,460
62020560,190,609,536
3259564,11,557,532
326848535,845,631,613
4861150,38,595,215
144182500,350,535,770
74505600,480,260,597
57989705,911,439,145
385275440,974,440,899
52808352,318,388,428
216254500,875,451,548
26647120,190,376,373
22009968,51,486,888
466213440,539,960,901
125427864,566,939,236
23510599,73,331,973
9654825,145,115,579
39417894,373,342,309
36888930,769,195,246
35271696,552,86,743
433359600,996,950,458
365940000,400,963,950
5688060,290,467,42
102886437,683,447,337
60610641,213,689,413
100453186,509,202,977
232826880,636,715,512
476494602,991,631,762
109804220,398,587,470
45059910,735,302,203
228423624,806,339,836
2339064,833,4,702
88431096,328,403,669
253041768,552,581,789
27741444,562,433,114
233861859,781,873,343
179425092,889,363,556
301385711,769,869,451
102800360,802,145,884
40062168,248,837,193
3555000,632,375,15
66069156,258,874,293
49043232,238,477,432
236082600,520,885,513
262696784,491,562,952
68607000,770,810,110
1729494,19,234,389
36869175,675,119,459
8017296,642,446,28
122107608,664,973,189
74190006,237,594,527
84953180,593,145,988
113187750,325,741,470
155617164,909,337,508
535083500,850,805,782
58665306,678,329,263
32656320,580,144,391
147072618,693,217,978
14889050,535,230,121
36098208,876,136,303
152296200,408,945,395
22645350,455,395,126
4823280,165,126,232
9484605,31,523,585
40658670,90,589,767
4288680,18,380,627
180004160,560,986,326
44865030,695,203,318
479793860,658,790,923
12188120,395,56,551
36515000,500,218,335
152155170,970,261,601
19752980,410,442,109
342856998,953,506,711
77038632,633,922,132
4945050,66,675,111
47953530,967,174,285
4428000,369,800,15
52494519,803,283,231
597524400,764,790,990
593226543,949,721,867
20556112,92,673,332
57799920,920,111,566
16258848,659,32,771
68839485,479,871,165
71892884,674,266,401
131982930,570,237,977
3884400,332,325,36
172042304,428,679,592
64433502,333,271,714
776112,3,368,703
35243728,139,598,424
55346160,516,692,155
151569600,960,455,347
25715004,303,196,433
295064640,923,666,480
16060187,247,253,257
20918976,986,102,208
148419180,697,676,315
21867846,154,143,993
7305120,855,356,24
180662592,352,678,757
184205880,948,635,306
119743104,832,498,289
260001424,596,764,571
546624000,876,800,780
7018704,633,44,252
102547888,328,446,701
233658048,741,832,379
236861482,871,526,517
39832380,202,630,313
151690344,676,447,502
38791896,381,979,104
118880784,538,837,264
83455200,240,865,402
6953100,196,645,55
374006160,484,810,954
341066310,809,598,705
48691926,678,111,647
48604000,100,580,838
9077433,293,69,449
36897168,596,402,154
34360524,132,311,837
214716628,553,686,566
54556000,400,593,230
15790500,375,121,348
29548125,765,75,515
241380144,653,906,408
288221508,372,813,953
207108790,833,529,470
60093264,916,497,132
4680130,139,70,481
10004940,682,45,326
75140,85,1,884
72373936,134,724,746
150938480,428,385,916
35006496,339,224,461
509983446,641,997,798
168933600,550,324,948
4927208,472,73,143
82719000,280,505,585
73265152,992,128,577
1374696,36,626,61
301404675,895,715,471
62988030,490,529,243
102096267,611,327,511
11643840,48,390,622
26490750,250,169,627
208413280,766,895,304
25370400,682,300,124
78652448,721,224,487
244522152,952,567,453
14431336,361,76,526
6234920,212,865,34
25678044,279,532,173
138818940,741,493,380
89222560,536,205,812
92152256,656,203,692
54482418,639,89,958
170132886,594,593,483
748742,943,1,794
589535112,901,796,822
278639064,737,472,801
261485697,407,647,993
216897152,544,526,758
96848547,349,699,397
75695050,215,646,545
153292368,706,332,654
334050,34,131,75
17430336,693,131,192
11860862,103,559,206
55771296,557,149,672
224596736,622,364,992
31825836,578,126,437
288651195,419,945,729
21188154,87,551,442
33281352,248,333,403
31710600,600,223,237
379814400,700,576,942
467532,111,117,36
71629068,679,894,118
68734476,317,634,342
30853758,218,247,573
24330768,319,681,112
42096980,905,401,116
14505981,227,357,179
12725495,113,223,505
2438784,24,219,464
163335780,285,879,652
20779920,504,665,62
24135552,438,328,168
72730560,274,280,948
7880820,892,93,95
73769568,548,426,316
96258282,318,719,421
4194036,561,89,84
26063025,69,521,725
1625400,108,602,25
383157000,675,920,617
59287844,257,749,308
2792790,715,217,18
208128186,711,406,721
8482320,36,935,252
92767584,574,728,222
873284,937,1,932
8889132,86,214,483
15852312,886,426,42
172880428,769,259,868
91574496,624,186,789
91209060,865,116,909
8443985,821,55,187
288392215,883,787,415
95721152,907,544,194
7559730,243,85,366
18841304,41,872,527
4210815,337,35,357
45285156,287,324,487
120786870,629,865,222
56988480,89,667,960
80219293,761,259,407
164791263,637,291,889
10050138,961,581,18
55989120,964,66,880
1878240,21,260,344
43052765,665,641,101
79059659,787,113,889
34486452,363,252,377
93037336,203,472,971
151795280,719,406,520
1786720,52,40,859
106821600,947,800,141
1037160,215,72,67
60093020,299,773,260
8026200,273,50,588
154275830,998,719,215
3658264,37,727,136
356423652,972,871,421
117557184,982,928,129
132835572,687,524,369
918390,253,5,726
108546456,502,222,974
93202144,359,608,427
86288475,807,235,455
284916192,748,472,807
14500815,543,109,245
13241385,85,911,171
23727440,59,914,440
43453072,293,403,368
7011828,927,124,61
124943414,379,863,382
42225300,802,162,325
44841240,862,90,578
4556916,214,39,546
32009152,196,944,173
204877200,680,830,363
3356388,701,266,18
95913180,330,603,482
478995712,652,883,832
39439440,589,108,620
168954688,448,863,437
4238984,71,439,136
6415420,44,241,605
35838720,136,976,270
24898000,100,590,422
6444452,47,332,413
73646196,223,348,949
189104212,977,913,212
3313648,13,356,716
545584,26,86,244
527980635,791,815,819
164294720,335,632,776
32896003,833,101,391
25848504,132,759,258
3485425,695,295,17
31012800,120,355,728
12035176,556,158,137
212643600,951,400,559
112208364,747,188,799
21500434,134,571,281
71194368,861,646,128
109523700,299,407,900
5948904,897,8,829
1994040,45,382,116
18308760,563,271,120
10631682,282,71,531
52616690,245,643,334
175769460,615,934,306
1377969,659,3,697
27939600,597,260,180
200702372,674,338,881
244867170,615,454,877
30631986,159,417,462
93899232,376,252,991
423833202,573,981,754
1979439,19,451,231
251245176,663,536,707
11084931,377,33,891
605443168,736,901,913
354822720,960,931,397
616284000,855,848,850
2827836,193,222,66
152373305,835,917,199
505689327,663,957,797
548422581,651,857,983
79032888,444,261,682
15293880,119,630,204
203820030,855,593,402
419046104,746,886,634
17678817,103,351,489
176342496,646,564,484
344218980,590,958,609
17545491,603,477,61
27843064,92,778,389
49267950,570,295,293
93356172,118,819,966
145525446,303,627,766
3322968,614,22,246
60861240,218,990,282
33952800,940,56,645
380800,680,40,14
10930150,425,77,334
80426280,290,363,764
7278165,591,821,15
362449521,687,679,777
3073014,203,841,18
541308537,931,839,693
347253816,403,892,966
374777312,728,719,716
14190878,673,26,811
91984200,220,770,543
132720624,813,537,304
35378532,76,821,567
78139920,870,218,412
370920,843,440,1
117802040,212,905,614
199130030,335,902,659
27304992,108,572,442
62888980,842,154,485
258578243,809,539,593
133105280,296,616,730
44528000,500,968,92
137702880,280,719,684
167104000,373,448,1000
382467000,964,690,575
57253280,340,194,868
659599290,929,805,882
34234695,713,873,55
219424770,293,954,785
94023172,437,722,298
3314850,49,550,123
18776745,823,135,169
179696310,895,921,218
155645204,754,853,242
56801184,114,596,836
226800486,297,822,929
28999320,285,158,644
4268974,89,827,58
61816284,459,774,174
279304896,951,706,416
123498375,875,987,143
29833700,650,106,433
200799612,503,853,468
133691085,363,571,645
366276640,940,424,919
77423616,248,542,576
12249072,57,222,968
10053600,240,118,355
59719804,284,439,479
17865624,386,174,266
304574980,908,365,919
290909760,778,984,380
51977923,331,421,373
94028616,753,968,129
457123230,870,739,711
277131834,821,342,987
119091012,444,743,361
94829136,488,233,834
24057384,996,929,26
355561888,968,916,401
42524064,176,866,279
1756000,10,200,878
134370120,881,155,984
385353000,911,846,500
65877154,211,406,769
364289184,938,696,558
81821110,497,202,815
323372504,377,952,901
294104844,636,891,519
49948074,781,627,102
1751820,30,679,86
148511552,667,568,392
5384918,511,22,479
123537280,344,536,670
152195800,314,655,740
20898636,74,778,363
205120656,988,474,438
53333280,130,666,616
51572050,415,215,578
153830460,521,665,444
128815267,553,311,749
103869500,503,500,413
11375280,42,888,305
39690270,261,822,185
383234670,910,657,641
23232000,800,176,165
28598040,456,185,339
12404521,179,131,529
379030560,848,705,634
25944030,53,945,518
67965027,393,689,251
27554688,476,288,201
93745344,544,373,462
11444988,519,298,74
21681617,713,647,47
29234906,709,53,778
709416,334,59,36
38056512,312,193,632
73524351,97,921,823
141037452,477,772,383
328742100,885,615,604
303993660,731,478,870
190044580,814,631,370
195767784,996,246,799
4025378,74,409,133
8288084,59,203,692
10010700,70,630,227
12955902,97,678,197
21515130,962,63,355
149699340,810,614,301
235836732,822,334,859
78851612,118,809,826
24064376,892,82,329
41943552,84,664,752
125793600,800,219,718
1450100,425,853,4
177798348,229,819,948
122273796,922,961,138
670220,47,115,124
191187633,589,609,533
139328952,294,514,922
150892664,169,932,958
291775176,993,792,371
88982054,287,398,779
127018740,265,677,708
177802311,467,537,709
579949920,792,893,820
274159404,631,894,486
42807600,396,230,470
66665490,145,703,654
4061708,322,14,901
13125084,246,103,518
34329620,145,628,377
466706772,717,738,882
560284692,883,726,874
19137564,207,797,116
8224308,36,813,281
90604878,689,217,606
50801800,655,280,277
112350875,581,221,875
205160930,338,965,629
46640284,422,146,757
164515040,668,524,470
1410816,96,334,44
119648460,463,365,708
252363684,899,314,894
167914395,201,913,915
197339232,492,724,554
10786152,52,573,362
10278240,12,931,920
127770750,823,225,690
631521576,933,948,714
45737055,949,765,63
413956401,573,893,809
56502000,344,219,750
353177788,937,391,964
11644416,19,768,798
82213824,154,664,804
272600,940,10,29
109340800,727,200,752
23793825,573,151,275
58168572,413,363,388
16510000,520,254,125
86699808,324,332,806
591584,16,266,139
19589988,228,803,107
414116079,871,949,501
761278310,970,949,827
40656192,888,776,59
54122352,118,659,696
9058335,143,205,309
18769179,67,653,429
18127525,965,85,221
269202528,802,336,999
60046140,451,140,951
30210768,738,602,68
144001152,456,516,612
232840008,692,558,603
214969690,971,655,338
2141766,99,746,29
116955300,996,275,427
226755452,508,847,527
411785581,983,509,823
17221113,129,273,489
38260040,184,455,457
329852380,638,970,533
150943646,427,562,629
99552024,594,586,286
100962660,618,310,527
126661832,179,946,748
15613575,75,509,409
1760000,80,440,50
41324150,505,245,334
73062000,132,820,675
139977565,923,619,245
384396696,669,712,807
56005920,874,144,445
268439900,575,508,919
184374540,430,581,738
210622680,932,930,243
10716800,272,100,394
71570576,688,539,193
291398,367,2,397
460372276,878,602,871
62154708,411,308,491
51651430,835,157,394
63869960,233,445,616
2775554,89,62,503
108560970,239,515,882
277200198,873,374,849
3619959,223,773,21
1635480,6,462,590
107468401,283,401,947
147234015,435,771,439
31561690,326,335,289
10805400,414,348,75
61193472,218,816,344
7509096,28,317,846
143784914,686,299,701
59116695,173,545,627
37228926,911,139,294
40574288,358,457,248
430950,17,325,78
16135500,31,694,750
797232,977,136,6
40776516,333,484,253
6396300,103,414,150
554686257,717,787,983
51986512,188,292,947
280237152,751,552,676
12762072,38,342,982
364196429,547,809,823
33870018,623,82,663
149747820,292,537,955
14233681,67,217,979
31469550,205,301,510
51113472,192,311,856
15208750,46,625,529
10315305,229,99,455
134177796,837,366,438
2993928,568,251,21
523604928,924,856,662
123279156,847,311,468
150185860,737,230,886
11454872,124,221,418
245587238,887,598,463
82453692,859,114,842
112183266,282,431,923
137147472,266,682,756
23823180,281,180,471
34007580,108,887,355
282663580,899,995,316
342815989,851,841,479
25222016,136,268,692
3108380,110,71,398
626587584,664,984,959
35704496,257,457,304
170899456,512,637,524
12148752,173,84,836
87080000,311,875,320
57751344,636,138,658
6033012,582,71,146
102474164,482,481,442
695466800,925,959,784
9376495,265,41,863
516108910,895,746,773
94166944,752,254,493
149127332,356,601,697
32074532,854,422,89
259192224,831,513,608
2566242,189,62,219
92402436,196,501,941
58277656,724,482,167
283243212,801,692,511
62579295,255,457,537
